Akt1,11651,mmu-miR-21a-5p,MIMAT0000530,transmir,Experimental,High
Rela,19697,Nos2,18126,tred,kegg,intact,string,Experimental,High
Rela,19697,Nfkbia,18035,ucsc,tred,kegg,Kegg,biogrid,intact,string,Experimental,High
Rela,19697,Nfkb2,18034,kegg,biogrid,intact,string,Experimental,High
Rela,19697,Gadd45b,17873,tred,kegg,Experimental,High
Rela,19697,Myc,17869,tred,Experimental,High
Rela,19697,Myb,17863,kegg,Experimental,High
Rela,19697,Mmp9,17395,kegg,Experimental,High
Rela,19697,Cxcl9,17329,tred,Experimental,High
Rela,19697,Smad7,17131,tred,Experimental,High
Rela,19697,Il6,16193,ucsc,tred,kegg,Kegg,string,Experimental,High
Rela,19697,Nol3,78688,tred,Experimental,High
Rela,19697,Il23a,83430,kegg,Experimental,High
Relb,19698,Cxcl2,20310,tred,Experimental,High
Relb,19698,LOC100041593,100041593,kegg,Experimental,High
Relb,19698,Cxcl12,20315,kegg,Experimental,High
Relb,19698,Tnfsf13b,24099,kegg,Experimental,High
Relb,19698,Ccl19,24047,kegg,Experimental,High
Relb,19698,Cd40,21939,tred,Experimental,High
Relb,19698,LOC100041504,100041504,kegg,Experimental,High
Relb,19698,Gm2023,100039053,kegg,Experimental,High
Relb,19698,Ccl21a,18829,kegg,Experimental,High
Relb,19698,Relb,19698,tred,Experimental,High
Relb,19698,LOC100862177,100862177,kegg,Experimental,High
Relb,19698,Myb,17863,tred,Experimental,High
Relb,19698,Aire,11634,tred,Experimental,High
Relb,19698,Cdkn1a,12575,tred,Experimental,High
Relb,19698,Cxcl1,14825,tred,Experimental,High
Relb,19698,Icam1,15894,kegg,Experimental,High
Relb,19698,Gm1987,100504362,kegg,Experimental,High
Relb,19698,Gm13304,100504346,kegg,Experimental,High
Relb,19698,Gm10591,100504239,kegg,Experimental,High
Relb,19698,Ccl21c,65956,kegg,Experimental,High
Relb,19698,Ccl21b,100042493,kegg,Experimental,High
Rfx5,53970,H2-Aa,14960,kegg,Experimental,High
Rfx5,53970,Cd74,16149,kegg,Experimental,High
Rfx5,53970,H2-Ob,15002,kegg,Experimental,High
Rfx5,53970,H2-Oa,15001,kegg,Experimental,High
Rfx5,53970,H2-DMb2,15000,kegg,Experimental,High
Rfx5,53970,H2-DMb1,14999,kegg,Experimental,High
Rfx5,53970,H2-DMa,14998,kegg,Experimental,High
Rfx5,53970,H2-Eb1,14969,kegg,Experimental,High
Rfx5,53970,H2-Ab1,14961,kegg,Experimental,High
Rfx5,53970,H2-Ea-ps,100504404,kegg,Experimental,High
Rfxank,19727,H2-Ab1,14961,kegg,Experimental,High
Rfxank,19727,H2-Eb1,14969,kegg,Experimental,High
Rfxank,19727,Cd74,16149,kegg,Experimental,High
Rfxank,19727,H2-Ob,15002,kegg,Experimental,High
Rfxank,19727,H2-Ea-ps,100504404,kegg,Experimental,High
Rfxank,19727,H2-Aa,14960,kegg,Experimental,High
Rfxank,19727,H2-Oa,15001,kegg,Experimental,High
Rfxank,19727,H2-DMb2,15000,kegg,Experimental,High
Rfxank,19727,H2-DMb1,14999,kegg,Experimental,High
Rfxank,19727,H2-DMa,14998,kegg,Experimental,High
Rfxap,170767,Cd74,16149,kegg,Experimental,High
Rfxap,170767,H2-Ea-ps,100504404,kegg,Experimental,High
Rfxap,170767,H2-Aa,14960,kegg,Experimental,High
Rfxap,170767,H2-Oa,15001,kegg,Experimental,High
Rfxap,170767,H2-Ob,15002,kegg,Experimental,High
Rfxap,170767,H2-DMb2,15000,kegg,Experimental,High
Rfxap,170767,H2-DMb1,14999,kegg,Experimental,High
Rfxap,170767,H2-DMa,14998,kegg,Experimental,High
Rfxap,170767,H2-Eb1,14969,kegg,Experimental,High
Rfxap,170767,H2-Ab1,14961,kegg,Experimental,High
Runx1,12394,Jup,16480,kegg,Experimental,High
Runx1,12394,Csf1r,12978,kegg,Experimental,High
Runx1t1,12395,Jup,16480,kegg,Experimental,High
Runx1t1,12395,Csf1r,12978,kegg,Experimental,High
Rxra,20181,Cd36,12491,kegg,string,Experimental,High
Rxra,20181,Aqp7,11832,kegg,Experimental,High
Rxra,20181,Apoc3,11814,kegg,Experimental,High
Rxra,20181,Apoa2,11807,kegg,Experimental,High
Rxra,20181,Apoa1,11806,kegg,string,Experimental,High
Rxra,20181,Fabp4,11770,kegg,string,Experimental,High
Rxra,20181,Adipoq,11450,kegg,string,Experimental,High
Rxra,20181,Acox1,11430,kegg,Experimental,High
Rxra,20181,Acaa1a,113868,kegg,Experimental,High
Rxra,20181,Acadm,11364,kegg,string,Experimental,High
Rxra,20181,Acadl,11363,kegg,Experimental,High
Rxra,20181,Olr1,108078,kegg,Experimental,High
Rxra,20181,Plin1,103968,kegg,string,Experimental,High
Rxra,20181,Cyp27a1,104086,kegg,Experimental,High
Rxra,20181,Cyp4a32,100040843,kegg,Experimental,High
Rxra,20181,Ubc,22190,kegg,Experimental,High
Rxra,20181,Ucp1,22227,kegg,Experimental,High
Rxra,20181,Nr1h3,22259,kegg,biogrid,string,Experimental,High
Rxra,20181,Cyp4a29-ps,230639,kegg,Experimental,High
Rxra,20181,Acaa1b,235674,kegg,Experimental,High
Rxra,20181,Slc27a1,26457,kegg,string,Experimental,High
Rxra,20181,Slc27a4,26569,kegg,Experimental,High
Rxra,20181,Cyp4a12a,277753,kegg,string,Experimental,High
Rxra,20181,Scd3,30049,kegg,Experimental,High
Rxra,20181,Acsbg2,328845,kegg,Experimental,High
Rxra,20181,Scd4,329065,kegg,Experimental,High
Rxra,20181,Acsl5,433256,kegg,Experimental,High
Rxra,20181,Cyp4a30b-ps,435802,kegg,Experimental,High
Rxra,20181,Acsl4,50790,kegg,Experimental,High
Rxra,20181,Fads2,56473,kegg,Experimental,High
Rxra,20181,Angptl4,57875,kegg,Experimental,High
Rxra,20181,Apoa5,66113,kegg,Experimental,High
Rxra,20181,Cyp4a31,666168,kegg,string,Experimental,High
Rxra,20181,Ehhadh,74147,kegg,Experimental,High
Rxra,20181,Acsl3,74205,kegg,Experimental,High
Rxra,20181,Pck2,74551,kegg,Experimental,High
Rxra,20181,Cpt1c,78070,kegg,Experimental,High
Rxra,20181,Acox3,80911,kegg,Experimental,High
Rxra,20181,Mmp1a,83995,kegg,Experimental,High
Rxra,20181,Mmp1b,83996,kegg,Experimental,High
Rxra,20181,Acox2,93732,kegg,Experimental,High
Rxra,20181,Acsbg1,94180,kegg,Experimental,High
Rxra,20181,Me1,17436,kegg,Experimental,High
Rxra,20181,Pck1,18534,kegg,string,Experimental,High
Rxra,20181,Pdpk1,18607,kegg,Experimental,High
Rxra,20181,Pltp,18830,kegg,Experimental,High
Rxra,20181,Scd1,20249,kegg,Experimental,High
Rxra,20181,Scd2,20250,kegg,Experimental,High
Rxra,20181,Scp2,20280,kegg,Experimental,High
Rxra,20181,Sorbs1,20411,kegg,Experimental,High
Rxra,20181,Acsl6,216739,kegg,Experimental,High
Rxra,20181,Ilk,16202,kegg,Experimental,High
Rxra,20181,Hmgcs2,15360,kegg,string,Experimental,High
Rxra,20181,Fabp3,14077,kegg,Experimental,High
Rxra,20181,Gyk,14933,kegg,Experimental,High
Rxra,20181,Gk2,14626,kegg,Experimental,High
Rxra,20181,Acsl1,14081,kegg,Experimental,High
Rxra,20181,Fabp1,14080,kegg,string,Experimental,High
Rxra,20181,Cyp4a10,13117,kegg,Experimental,High
Rxra,20181,Cyp4a12b,13118,kegg,Experimental,High
Rxra,20181,Lpl,16956,kegg,string,Experimental,High
Rxra,20181,Cyp4a14,13119,kegg,string,Experimental,High
Rxra,20181,Cyp7a1,13122,kegg,string,Experimental,High
Rxra,20181,Cyp8b1,13124,kegg,Experimental,High
Rxra,20181,Dbi,13167,kegg,Experimental,High
Rxra,20181,Cpt2,12896,kegg,string,Experimental,High
Rxra,20181,Cpt1b,12895,kegg,Experimental,High
Rxra,20181,Cpt1a,12894,kegg,string,Experimental,High
Rxrb,20182,Apoc3,11814,kegg,Experimental,High
Rxrb,20182,Cyp4a32,100040843,kegg,Experimental,High
Rxrb,20182,Plin1,103968,kegg,Experimental,High
Rxrb,20182,Cyp27a1,104086,kegg,Experimental,High
Rxrb,20182,Olr1,108078,kegg,Experimental,High
Rxrb,20182,Acadl,11363,kegg,Experimental,High
Rxrb,20182,Acadm,11364,kegg,Experimental,High
Rxrb,20182,Acaa1a,113868,kegg,Experimental,High
Rxrb,20182,Acox1,11430,kegg,Experimental,High
Rxrb,20182,Adipoq,11450,kegg,Experimental,High
Rxrb,20182,Acsbg1,94180,kegg,Experimental,High
Rxrb,20182,Acox2,93732,kegg,Experimental,High
Rxrb,20182,Mmp1b,83996,kegg,Experimental,High
Rxrb,20182,Mmp1a,83995,kegg,Experimental,High
Rxrb,20182,Acox3,80911,kegg,Experimental,High
Rxrb,20182,Cpt1c,78070,kegg,Experimental,High
Rxrb,20182,Pck2,74551,kegg,Experimental,High
Rxrb,20182,Acsl3,74205,kegg,Experimental,High
Rxrb,20182,Ehhadh,74147,kegg,Experimental,High
Rxrb,20182,Cyp4a31,666168,kegg,Experimental,High
Rxrb,20182,Apoa5,66113,kegg,Experimental,High
Rxrb,20182,Angptl4,57875,kegg,Experimental,High
Rxrb,20182,Fads2,56473,kegg,Experimental,High
Rxrb,20182,Acsl4,50790,kegg,Experimental,High
Rxrb,20182,Cyp4a30b-ps,435802,kegg,Experimental,High
Rxrb,20182,Acsl5,433256,kegg,Experimental,High
Rxrb,20182,Scd4,329065,kegg,Experimental,High
Rxrb,20182,Acsbg2,328845,kegg,Experimental,High
Rxrb,20182,Scd3,30049,kegg,Experimental,High
Rxrb,20182,Cyp4a12a,277753,kegg,Experimental,High
Rxrb,20182,Slc27a4,26569,kegg,Experimental,High
Rxrb,20182,Slc27a1,26457,kegg,Experimental,High
Rxrb,20182,Acaa1b,235674,kegg,Experimental,High
Rxrb,20182,Cyp4a29-ps,230639,kegg,Experimental,High
Rxrb,20182,Nr1h3,22259,kegg,string,Experimental,High
Rxrb,20182,Ucp1,22227,kegg,Experimental,High
Rxrb,20182,Ubc,22190,kegg,Experimental,High
Rxrb,20182,Acsl6,216739,kegg,Experimental,High
Rxrb,20182,Sorbs1,20411,kegg,Experimental,High
Rxrb,20182,Scp2,20280,kegg,Experimental,High
Rxrb,20182,Scd2,20250,kegg,Experimental,High
Rxrb,20182,Scd1,20249,kegg,Experimental,High
Rxrb,20182,Pltp,18830,kegg,Experimental,High
Rxrb,20182,Pdpk1,18607,kegg,Experimental,High
Rxrb,20182,Pck1,18534,kegg,Experimental,High
Rxrb,20182,Me1,17436,kegg,Experimental,High
Rxrb,20182,Lpl,16956,kegg,Experimental,High
Rxrb,20182,Ilk,16202,kegg,Experimental,High
Rxrb,20182,Hmgcs2,15360,kegg,Experimental,High
Rxrb,20182,Gyk,14933,kegg,Experimental,High
Rxrb,20182,Gk2,14626,kegg,Experimental,High
Rxrb,20182,Acsl1,14081,kegg,Experimental,High
Rxrb,20182,Fabp1,14080,kegg,Experimental,High
Rxrb,20182,Fabp3,14077,kegg,Experimental,High
Rxrb,20182,Dbi,13167,kegg,Experimental,High
Rxrb,20182,Cyp8b1,13124,kegg,Experimental,High
Rxrb,20182,Cyp7a1,13122,kegg,Experimental,High
Rxrb,20182,Cyp4a14,13119,kegg,Experimental,High
Rxrb,20182,Cyp4a12b,13118,kegg,Experimental,High
Rxrb,20182,Cyp4a10,13117,kegg,Experimental,High
Rxrb,20182,Cpt2,12896,kegg,Experimental,High
Rxrb,20182,Cpt1b,12895,kegg,Experimental,High
Rxrb,20182,Cpt1a,12894,kegg,Experimental,High
Rxrb,20182,Cd36,12491,kegg,Experimental,High
Rxrb,20182,Aqp7,11832,kegg,Experimental,High
Rxrb,20182,Apoa2,11807,kegg,Experimental,High
Rxrb,20182,Apoa1,11806,kegg,Experimental,High
Rxrb,20182,Fabp4,11770,kegg,Experimental,High
Rxrg,20183,Cyp4a32,100040843,kegg,Experimental,High
Rxrg,20183,Plin1,103968,kegg,Experimental,High
Rxrg,20183,Cyp27a1,104086,kegg,Experimental,High
Rxrg,20183,Olr1,108078,kegg,Experimental,High
Rxrg,20183,Acadl,11363,kegg,Experimental,High
Rxrg,20183,Acadm,11364,kegg,Experimental,High
Rxrg,20183,Acaa1a,113868,kegg,Experimental,High
Rxrg,20183,Acox1,11430,kegg,Experimental,High
Rxrg,20183,Adipoq,11450,kegg,Experimental,High
Rxrg,20183,Fabp4,11770,kegg,Experimental,High
Rxrg,20183,Apoa1,11806,kegg,Experimental,High
Rxrg,20183,Apoa2,11807,kegg,Experimental,High
Rxrg,20183,Apoc3,11814,kegg,Experimental,High
Rxrg,20183,Aqp7,11832,kegg,Experimental,High
Rxrg,20183,Cd36,12491,kegg,Experimental,High
Rxrg,20183,Cpt1a,12894,kegg,Experimental,High
Rxrg,20183,Cpt1b,12895,kegg,Experimental,High
Rxrg,20183,Cpt2,12896,kegg,Experimental,High
Rxrg,20183,Cyp4a10,13117,kegg,Experimental,High
Rxrg,20183,Cyp4a12b,13118,kegg,Experimental,High
Rxrg,20183,Cyp4a14,13119,kegg,Experimental,High
Rxrg,20183,Cyp7a1,13122,kegg,Experimental,High
Rxrg,20183,Cyp8b1,13124,kegg,Experimental,High
Rxrg,20183,Dbi,13167,kegg,Experimental,High
Rxrg,20183,Fabp3,14077,kegg,Experimental,High
Rxrg,20183,Fabp1,14080,kegg,Experimental,High
Rxrg,20183,Acsl1,14081,kegg,Experimental,High
Rxrg,20183,Gk2,14626,kegg,Experimental,High
Rxrg,20183,Gyk,14933,kegg,Experimental,High
Rxrg,20183,Hmgcs2,15360,kegg,Experimental,High
Rxrg,20183,Ilk,16202,kegg,Experimental,High
Rxrg,20183,Lpl,16956,kegg,Experimental,High
Rxrg,20183,Me1,17436,kegg,Experimental,High
Rxrg,20183,Pck1,18534,kegg,Experimental,High
Rxrg,20183,Pdpk1,18607,kegg,Experimental,High
Rxrg,20183,Pltp,18830,kegg,Experimental,High
Rxrg,20183,Scd1,20249,kegg,Experimental,High
Rxrg,20183,Scd2,20250,kegg,Experimental,High
Rxrg,20183,Scp2,20280,kegg,Experimental,High
Rxrg,20183,Sorbs1,20411,kegg,Experimental,High
Rxrg,20183,Acsl6,216739,kegg,Experimental,High
Rxrg,20183,Ubc,22190,kegg,Experimental,High
Rxrg,20183,Fads2,56473,kegg,Experimental,High
Rxrg,20183,Angptl4,57875,kegg,Experimental,High
Rxrg,20183,Apoa5,66113,kegg,Experimental,High
Rxrg,20183,Cyp4a31,666168,kegg,Experimental,High
Rxrg,20183,Ehhadh,74147,kegg,Experimental,High
Rxrg,20183,Acsl3,74205,kegg,Experimental,High
Rxrg,20183,Pck2,74551,kegg,Experimental,High
Rxrg,20183,Cpt1c,78070,kegg,Experimental,High
Rxrg,20183,Acox3,80911,kegg,Experimental,High
Rxrg,20183,Mmp1a,83995,kegg,Experimental,High
Rxrg,20183,Mmp1b,83996,kegg,Experimental,High
Rxrg,20183,Acox2,93732,kegg,Experimental,High
Rxrg,20183,Acsbg1,94180,kegg,Experimental,High
Rxrg,20183,Ucp1,22227,kegg,Experimental,High
Rxrg,20183,Nr1h3,22259,kegg,biogrid,Experimental,High
Rxrg,20183,Cyp4a29-ps,230639,kegg,Experimental,High
Rxrg,20183,Acaa1b,235674,kegg,Experimental,High
Rxrg,20183,Slc27a1,26457,kegg,Experimental,High
Rxrg,20183,Slc27a4,26569,kegg,Experimental,High
Rxrg,20183,Cyp4a12a,277753,kegg,Experimental,High
Rxrg,20183,Scd3,30049,kegg,Experimental,High
Rxrg,20183,Acsbg2,328845,kegg,Experimental,High
Rxrg,20183,Scd4,329065,kegg,Experimental,High
Rxrg,20183,Acsl5,433256,kegg,Experimental,High
Rxrg,20183,Cyp4a30b-ps,435802,kegg,Experimental,High
Rxrg,20183,Acsl4,50790,kegg,Experimental,High
Sfpi1,20375,Cd72,12517,tred,Experimental,High
Sfpi1,20375,Acp5,11433,tred,Experimental,High
Sfpi1,20375,Aif1,11629,tred,Experimental,High
Sfpi1,20375,Bcl2,12043,tred,Experimental,High
Sfpi1,20375,Cd14,12475,kegg,Experimental,High
Sfpi1,20375,Csf1r,12978,tred,kegg,Experimental,High
Sfpi1,20375,Csf2ra,12982,kegg,Experimental,High
Sfpi1,20375,Csf3r,12986,kegg,Experimental,High
Sfpi1,20375,Ctsk,13038,tred,Experimental,High
Sfpi1,20375,Dab2,13132,tred,Experimental,High
Sfpi1,20375,Enpep,13809,tred,Experimental,High
Sfpi1,20375,Fcgr1,14129,kegg,Experimental,High
Sfpi1,20375,Fcgr3,14131,tred,Experimental,High
Sfpi1,20375,Fli1,14247,tred,Experimental,High
Sfpi1,20375,Flii,14248,tred,Experimental,High
Sfpi1,20375,G6pd2,14380,tred,Experimental,High
Sfpi1,20375,Gpd2,14571,tred,Experimental,High
Sfpi1,20375,Gsc,14836,tred,Experimental,High
Sfpi1,20375,Gypa,14934,tred,Experimental,High
Sfpi1,20375,Hes1,15205,tred,Experimental,High
Sfpi1,20375,Hesx1,15209,tred,Experimental,High
Sfpi1,20375,Hgf,15234,tred,Experimental,High
Sfpi1,20375,Igj,16069,tred,Experimental,High
Sfpi1,20375,Il12b,16160,tred,Experimental,High
Sfpi1,20375,Il12rb1,16161,tred,Experimental,High
Sfpi1,20375,Il4,16189,tred,Experimental,High
Sfpi1,20375,Il5ra,16192,tred,Experimental,High
Sfpi1,20375,Itgam,16409,tred,kegg,Experimental,High
Sfpi1,20375,Itgb2,16414,tred,Experimental,High
Sfpi1,20375,Ltf,17002,tred,Experimental,High
Sfpi1,20375,Ly9,17085,tred,Experimental,High
Sfpi1,20375,Met,17295,tred,Experimental,High
Sfpi1,20375,Mmp13,17386,tred,Experimental,High
Sfpi1,20375,Mrc1,17533,tred,Experimental,High
Sfpi1,20375,Msmb,17695,tred,Experimental,High
Sfpi1,20375,Myb,17863,tred,Experimental,High
Sfpi1,20375,Nfkb1,18033,tred,Experimental,High
Sfpi1,20375,Slc11a1,18173,tred,Experimental,High
Sfpi1,20375,Pip,18716,tred,Experimental,High
Sfpi1,20375,Plau,18792,tred,Experimental,High
Sfpi1,20375,Ptgs2,19225,tred,Experimental,High
Sfpi1,20375,Ptprc,19264,tred,Experimental,High
Sfpi1,20375,Rb1,19645,tred,Experimental,High
Sfpi1,20375,Msr1,20288,tred,Experimental,High
Sfpi1,20375,Sfpi1,20375,tred,Experimental,High
Sfpi1,20375,Tal1,21349,tred,Experimental,High
Sfpi1,20375,Tbp,21374,tred,Kegg,Experimental,High
Sfpi1,20375,Tlr4,21898,tred,Experimental,High
Sfpi1,20375,Camk1d,227541,tred,Experimental,High
Sfpi1,20375,Ebi3,50498,tred,Experimental,High
Sfpi1,20375,Elane,50701,tred,Experimental,High
Sfpi1,20375,Prg3,53856,tred,Experimental,High
Sfpi1,20375,Aifm2,71361,tred,Experimental,High
Sirt1,93759,Fos,14281,kegg,biogrid,Experimental,High
Slc39a11,69806,mmu-miR-7a-5p,MIMAT0000677,transmir,Experimental,High
Smad1,17125,Id2,15902,kegg,Experimental,High
Smad1,17125,Id3,15903,kegg,Experimental,High
Smad1,17125,Id4,15904,kegg,Experimental,High
Smad1,17125,Col5a1,12831,tred,biogrid,Experimental,High
Smad1,17125,Id1,15901,kegg,Experimental,High
Smad2,17126,Foxh1,14106,tred,biogrid,Experimental,High
Smad2,17126,Col1a1,12842,tred,biogrid,Experimental,High
Smad2,17126,Col5a1,12831,tred,biogrid,Experimental,High
Smad2,17126,Col3a1,12825,tred,biogrid,Experimental,High
Smad2,17126,Cdkn2b,12579,kegg,Experimental,High
Smad2,17126,Cdkn1a,12575,kegg,Experimental,High
Smad2,17126,Acvr1b,11479,tred,Experimental,High
Smad2,17126,Myc,17869,kegg,Experimental,High
Smad2,17126,Gnrhr,14715,tred,Experimental,High
Smad2,17126,Slc2a1,20525,kegg,Experimental,High
Smad2,17126,Tgfb1,21803,tred,Kegg,Experimental,High
Smad2,17126,Pitx2,18741,kegg,Experimental,High
Smad3,17127,Bax,12028,tred,Experimental,High
Smad3,17127,Nol3,78688,tred,Experimental,High
Smad3,17127,Itga5,16402,tred,Experimental,High
Smad3,17127,Gnrhr,14715,tred,Experimental,High
Smad3,17127,Gast,14459,tred,Experimental,High
Smad3,17127,Col1a1,12842,tred,biogrid,Experimental,High
Smad3,17127,Col5a1,12831,tred,biogrid,Experimental,High
Smad3,17127,Col3a1,12825,tred,biogrid,Experimental,High
Smad3,17127,Cebpd,12609,tred,Experimental,High
Smad3,17127,Cebpb,12608,tred,Experimental,High
Smad3,17127,Cdkn2b,12579,kegg,Experimental,High
Smad3,17127,Cdkn1a,12575,kegg,Experimental,High
Smad3,17127,Cdk2,12566,tred,Experimental,High
Smad3,17127,Ctnnb1,12387,tred,Experimental,High
Smad3,17127,Bcl2,12043,tred,Experimental,High
Smad3,17127,Acta2,11475,tred,Experimental,High
Smad3,17127,Eif4enif1,74203,tred,biogrid,Experimental,High
Smad3,17127,Dspp,666279,tred,Experimental,High
Smad3,17127,Erbb2ip,59079,tred,Experimental,High
Smad3,17127,Sf3b2,319322,tred,biogrid,Experimental,High
Smad3,17127,Pex6,224824,tred,biogrid,Experimental,High
Smad3,17127,Tgfb1,21803,tred,Kegg,Experimental,High
Smad3,17127,Sstr2,20606,tred,Experimental,High
Smad3,17127,Slc2a1,20525,kegg,Experimental,High
Smad3,17127,Pparg,19016,tred,Experimental,High
Smad3,17127,Pitx2,18741,kegg,Experimental,High
Smad3,17127,Pcna,18538,tred,Experimental,High
Smad3,17127,Nkx3-1,18095,tred,Experimental,High
Smad3,17127,Myc,17869,tred,kegg,Experimental,High
Smad4,17128,Cdkn1a,12575,kegg,string,Experimental,High
Smad4,17128,Cdkn2b,12579,kegg,Experimental,High
Smad4,17128,Cebpb,12608,tred,Experimental,High
Smad4,17128,Id1,15901,kegg,Experimental,High
Smad4,17128,Id2,15902,kegg,Experimental,High
Smad4,17128,Id3,15903,kegg,Experimental,High
Smad4,17128,Id4,15904,kegg,Experimental,High
Smad4,17128,Slc2a1,20525,kegg,Experimental,High
Smad4,17128,Myc,17869,kegg,Experimental,High
Smad4,17128,Pitx2,18741,kegg,Experimental,High
Smad5,17129,Id2,15902,kegg,Experimental,High
Smad5,17129,Id4,15904,kegg,Experimental,High
Smad5,17129,Id3,15903,kegg,Experimental,High
Smad5,17129,Id1,15901,kegg,Experimental,High
Smad6,17130,Map3k7,26409,tred,Experimental,High
Smad6,17130,Cdk6,12571,tred,Experimental,High
Smad7,17131,Col1a1,12842,tred,biogrid,Experimental,High
Smad7,17131,Muc4,140474,tred,Experimental,High
Smad7,17131,Acvr1b,11479,tred,Experimental,High
Smad7,17131,Col3a1,12825,tred,biogrid,Experimental,High
Smad7,17131,Col5a1,12831,tred,biogrid,Experimental,High
Smad9,55994,Id3,15903,kegg,Experimental,High
Smad9,55994,Id4,15904,kegg,Experimental,High
Smad9,55994,Id1,15901,kegg,Experimental,High
Smad9,55994,Id2,15902,kegg,Experimental,High
Sos1,20662,Spred3,101809,kegg,Experimental,High
Sos1,20662,Spred1,114715,kegg,Experimental,High
Sos1,20662,Spred2,114716,kegg,Experimental,High
Sos1,20662,Bcl2l1,12048,kegg,Experimental,High
Sos1,20662,Ccnd1,12443,kegg,Experimental,High
Sos1,20662,Ccnd2,12444,kegg,Experimental,High
Sos1,20662,Ccnd3,12445,kegg,Experimental,High
Sos1,20662,Myc,17869,kegg,Experimental,High
Sos1,20662,Spry4,24066,kegg,Experimental,High
Sos1,20662,Spry2,24064,kegg,Experimental,High
Sos1,20662,Spry1,24063,kegg,Experimental,High
Sos1,20662,Spry3,236576,kegg,Experimental,High
Sos2,20663,Myc,17869,kegg,Experimental,High
Sos2,20663,Spry3,236576,kegg,Experimental,High
Sos2,20663,Spry1,24063,kegg,Experimental,High
Sos2,20663,Ccnd1,12443,kegg,Experimental,High
Sos2,20663,Spry2,24064,kegg,Experimental,High
Sos2,20663,Ccnd2,12444,kegg,Experimental,High
Sos2,20663,Spry4,24066,kegg,Experimental,High
Sos2,20663,Ccnd3,12445,kegg,Experimental,High
Sos2,20663,Bcl2l1,12048,kegg,Experimental,High
Sos2,20663,Spred2,114716,kegg,Experimental,High
Sos2,20663,Spred1,114715,kegg,Experimental,High
Sos2,20663,Spred3,101809,kegg,Experimental,High
Sp1,20683,Col1a1,12842,tred,Experimental,High
Sp1,20683,Setdb1,84505,tred,Experimental,High
Sp1,20683,Nol3,78688,tred,Experimental,High
Sp1,20683,Lcn8,78076,tred,Experimental,High
Sp1,20683,Mtch1,56462,tred,Experimental,High
Sp1,20683,Adar,56417,tred,Experimental,High
Sp1,20683,Nup210,54563,tred,Experimental,High
Sp1,20683,Atp2a3,53313,tred,Experimental,High
Sp1,20683,Dlc1,50768,tred,Experimental,High
Sp1,20683,Hdac1,433759,tred,biogrid,string,Experimental,High
Sp1,20683,Tnfsf15,326623,tred,Experimental,High
Sp1,20683,Zfp354c,30944,tred,Experimental,High
Sp1,20683,Pttg1,30939,tred,Experimental,High
Sp1,20683,Gyg,27357,tred,Experimental,High
Sp1,20683,Abcd2,26874,tred,Experimental,High
Sp1,20683,Ppia,268373,tred,Experimental,High
Sp1,20683,Mapk3,26417,tred,string,Experimental,High
Sp1,20683,Mapk1,26413,tred,Experimental,High
Sp1,20683,Cldn19,242653,tred,Experimental,High
Sp1,20683,Yy1,22632,tred,Experimental,High
Sp1,20683,Vim,22352,tred,Experimental,High
Sp1,20683,Vdr,22337,tred,Experimental,High
Sp1,20683,Ugcg,22234,tred,Experimental,High
Sp1,20683,Ucp2,22228,tred,Experimental,High
Sp1,20683,Tyms,22171,tred,Experimental,High
Sp1,20683,Tnfrsf8,21941,tred,Experimental,High
Sp1,20683,Tnfrsf10b,21933,tred,Experimental,High
Sp1,20683,Ptx3,19288,tred,Experimental,High
Sp1,20683,Rac2,19354,tred,Experimental,High
Sp1,20683,Rag2,19374,tred,Experimental,High
Sp1,20683,Rel,19696,tred,Experimental,High
Sp1,20683,Acta1,11459,tred,Experimental,High
Sp1,20683,Ahr,11622,tred,Experimental,High
Sp1,20683,Ahrr,11624,tred,Experimental,High
Sp1,20683,Alpl,11647,tred,Experimental,High
Sp1,20683,Prdx3,11757,tred,Experimental,High
Sp1,20683,Birc5,11799,tred,Experimental,High
Sp1,20683,Aprt,11821,tred,Experimental,High
Sp1,20683,Mmp28,118453,tred,Experimental,High
Sp1,20683,Rhob,11852,tred,Experimental,High
Sp1,20683,Akr1b7,11997,tred,Experimental,High
Sp1,20683,Bach1,12013,tred,Experimental,High
Sp1,20683,Bak1,12018,tred,Experimental,High
Sp1,20683,Bax,12028,tred,Experimental,High
Sp1,20683,Bcl3,12051,tred,Experimental,High
Sp1,20683,Bdkrb1,12061,tred,Experimental,High
Sp1,20683,Brca1,12189,tred,Experimental,High
Sp1,20683,Bsg,12215,tred,Experimental,High
Sp1,20683,Pdia4,12304,tred,Experimental,High
Sp1,20683,Casp9,12371,tred,Experimental,High
Sp1,20683,Cbx2,12416,tred,Experimental,High
Sp1,20683,Ccnd1,12443,tred,Experimental,High
Sp1,20683,Ccnd2,12444,tred,Experimental,High
Sp1,20683,Ccnd3,12445,tred,Experimental,High
Sp1,20683,Cd14,12475,tred,Experimental,High
Sp1,20683,Cd24a,12484,tred,Experimental,High
Sp1,20683,Cd34,12490,tred,Experimental,High
Sp1,20683,Cd5,12507,tred,Experimental,High
Sp1,20683,Cdc25a,12530,tred,Experimental,High
Sp1,20683,Cdk1,12534,tred,Experimental,High
Sp1,20683,Cdh1,12550,tred,Experimental,High
Sp1,20683,Cdh5,12562,tred,Experimental,High
Sp1,20683,Cdkn2b,12579,kegg,Experimental,High
Sp1,20683,Chga,12652,tred,Experimental,High
